null	294157
000000004011	29461
007874235187	10311
007874209728	8251
007874235186	8107
001590013401	7524
004900002890	7386
007874222375	5986
000000004062	5668
060538896309	5513
068113163351	5480
000000004065	5232
000000004087	4943
081390500061	4703
000000004078	4654
007874211433	4500
000000004046	4116
004470036001	3995
001200080994	3947
007874222803	3924
081390500064	3898
000000004093	3896
000000003151	3850
007874207203	3850
001200080996	3655
007874205582	3630
007800008216	3618
004900005010	3594
000000004023	3576
007874236939	3554
001200000131	3506
007874235188	3435
007874235201	3420
004900000044	3380
000000004032	3263
060538871461	3254
060538871457	3208
007874205581	3193
007874235191	3183
000000004498	3122
061696010355	3065
004470002410	3012
007874235192	2870
007874212310	2825
002840033579	2795
000000004050	2772
007874235193	2770
006414404322	2725
004900002891	2697
004900004575	2675
068113132894	2625
007874235200	2599
006827473529	2595
000000004889	2595
006414404306	2533
003338365020	2445
007800008240	2427
004000042431	2424
004900002892	2406
000000004048	2390
004900004574	2373
001200000129	2347
007248600220	2316
000000004225	2311
007874208275	2306
004470036000	2294
004470036035	2283
004470002411	2253
007874201228	2249
060538819035	2247
007874204025	2216
004900000977	2198
007874228542	2183
020154500000	2175
068113107862	2171
060538812237	2156
060538812236	2156
000000004958	2123
007874237027	2123
004178900211	2123
060538812238	2121
002840042177	2113
007874208830	2100
068113176539	2085
000000004082	2066
006827473441	2051
002840042210	2044
004178900121	2033
002840034367	2030
003040079000	2027
000000004663	2026
007874236944	2018
000000004044	2009
004178900231	1996
007874212313	1991
007874239084	1984
001200000230	1971
002791804061	1941
068113176540	1932
001200000159	1928
000000004693	1928
007874237047	1927
000000004664	1924
006414404315	1920
007874235189	1904
007874239096	1895
007342000011	1891
007225003706	1876
003338366602	1864
006414404302	1854
007874298989	1839
003338360002	1811
003338360503	1804
068113132896	1791
005200001122	1782
007874222953	1770
003338353010	1752
002840008314	1742
004900000764	1742
007874228544	1730
007874237037	1700
004900004579	1684
004470036147	1680
007874204026	1678
001200000233	1669
003100010101	1651
006414428243	1645
007800008246	1628
004900004523	1620
000000004069	1617
003338325055	1605
007874235296	1604
000000003082	1551
003338353050	1539
000000004061	1525
004900005011	1515
004470036002	1515
007874237419	1507
007874203952	1495
003338320027	1492
003400029005	1491
000000003207	1464
008000000673	1444
004900003165	1438
002100061223	1437
002900000822	1435
003040077852	1434
007084781116	1431
002100065883	1426
007109160010	1423
068113132353	1402
002100060471	1401
007874236950	1397
004900005015	1391
002840000210	1388
000000004635	1387
002622977070	1387
000000004135	1373
007874235152	1372
003338353610	1371
068113174202	1369
002840023987	1360
001200001311	1356
007874222873	1353
001111587132	1348
005450019329	1344
000000004067	1338
003940001614	1338
007294560136	1337
004900000045	1331
000000004040	1329
002100060464	1325
002840000289	1323
004900004573	1296
007874235141	1295
020154200000	1292
007874211068	1292
000000004072	1291
000000004056	1287
001200080995	1285
007874237117	1284
000000004403	1277
004178900212	1273
003400000480	1271
004470000857	1265
007874211908	1263
004280011400	1261
004470006357	1238
007874220164	1230
007874237025	1220
007874237394	1220
004178900251	1214
068113138748	1204
005100001251	1200
078035378403	1191
007874203524	1186
004400003202	1178
007874203951	1168
001070002440	1166
007874222657	1165
007225004919	1160
007874243458	1153
068113138753	1150
007874212318	1150
002840033728	1149
000000004611	1147
007874205583	1140
004400003111	1139
068113142334	1137
002100003934	1133
004178900217	1132
007874214765	1127
004470000063	1126
003900008663	1125
002840042158	1124
001200080997	1111
060538818790	1110
007874204870	1110
002622978156	1104
000000001101	1098
004178900214	1082
002622977076	1079
007874243028	1077
007874235202	1073
002622978150	1070
004900005034	1069
007874209945	1061
003338351010	1061
004300000953	1060
002840024053	1056
078113871018	1056
071575620002	1052
004178900232	1051
002100061161	1050
060538818788	1050
004100002278	1044
000000004378	1036
002840042178	1034
007763304737	1034
000000004409	1033
004812110208	1032
007874228543	1023
003400000240	1022
060538887953	1017
003800084496	1016
002700044212	1016
001070002152	1014
007874224343	1010
003700092976	1007
005040075116	1005
007166200024	1004
007874203868	998
007874237417	996
000000003107	996
007874243026	995
002840033729	993
001200000130	990
003338314605	986
004310007325	981
007874228550	976
007874212314	975
007874243423	974
002840007098	970
004300095543	969
001200000134	966
004300095563	965
002840033575	965
006827434661	962
002430004101	958
002740026499	956
001820053168	956
083032400641	955
007874209522	953
003400000239	948
002100002649	947
002840006408	946
002840000288	945
003800057608	943
004300095569	943
002100061144	937
002100077436	935
003408663825	935
001200050408	934
001200050405	934
002622946012	934
020577400000	931
000000009870	930
007800008316	928
005000001011	928
489701408059	925
007342000006	925
004470002455	925
004178900125	922
004000000432	921
005450019322	919
007874237219	914
068113107095	913
005210009170	912
000000004166	912
007225003712	912
004178900122	911
004280011520	910
007007455958	910
004000029480	909
007874201456	907
004310007327	906
002840008313	905
068113107939	904
004280011600	902
004900002468	900
002718257431	899
000000004016	898
005200033877	895
007790011553	894
007874237182	893
006414428263	890
000000004017	888
002840042179	887
004300095562	883
007874243167	882
004900004255	882
000000004080	880
081432601001	880
007874220625	879
003400000241	876
004400000057	873
068113138807	873
006827419514	869
003400000312	868
004280010800	868
007874206797	867
003760024193	866
004150000031	864
000000004022	864
002410010685	861
004400000463	861
007874235203	861
005400010183	860
007874220622	859
004100002286	858
004900005072	856
005210009860	854
000000004086	854
001600048366	852
001200000017	852
007143000752	852
007874212320	848
005200032016	848
060538818716	846
005100000011	846
007024230125	846
068113147306	844
002622946010	841
003040077171	839
007874235317	839
007110000578	838
004300095531	837
004400002854	836
007874228540	836
005100001261	835
007874237221	834
068113110523	833
004400003113	830
001200000231	830
002430004120	830
002700038249	829
007874203089	826
007874236945	826
007104113636	826
004178900213	824
060580600029	820
068113107866	820
007080004103	820
002430004102	818
060538802287	815
007343500004	813
004127197110	812
002840023981	811
007874237006	810
003710003662	808
007874236940	808
489701408058	808
007874204868	807
004300095373	806
007874203278	805
003700022205	804
007874223037	803
004400003214	803
001200000088	802
002840023985	800
068113178096	798
002100065893	797
074007500089	795
007874239099	795
002500005426	793
088392948362	792
068113178095	789
007874236951	788
007778202393	787
007800008340	786
007874228551	786
001300000466	786
004178900216	784
003100010905	783
005200033876	781
003040021650	780
007874235322	780
060538802945	780
004280047645	779
007874239085	778
007172053046	778
002100004024	775
004900001278	775
007680000691	772
007482064547	771
004400002858	770
005200010239	769
001200000746	769
004600028869	768
003100010103	766
007047000300	766
004300095369	766
004300002825	765
007874221000	764
068113132895	763
005210002740	760
008440318001	760
004900005071	759
005410092502	756
002200000899	755
007294570544	754
000000004827	752
004470002458	752
007874214771	751
068113163353	749
068113163352	749
004178900157	749
003400000229	748
007874206803	746
005200033875	746
005020000880	745
007874236943	744
007874236978	744
004000047652	741
007874211695	738
003400011470	738
007097047123	737
004400003219	736
007874234595	736
007874211254	735
004900000548	734
068113168758	733
002430004130	732
007874204017	732
003400040551	730
005100022436	730
007874203010	729
007874237243	728
002840000211	727
005200032555	725
007047000307	725
007874234594	724
007874242954	724
068113178113	723
002840042730	721
002200000898	721
004140503670	721
075322200110	720
000000003421	719
003760035160	719
060538812233	718
003040021640	718
060538812234	718
003940001974	716
007342000024	716
007874220997	715
004178900281	714
081390500068	712
030521500700	711
007874214783	711
893522661101	710
002500005542	707
005100001031	705
007874205584	702
000000004688	702
004300095570	701
007874237427	700
085229800203	700
002718257407	699
007874223061	698
007874239424	697
004900001916	696
007874243367	695
008390000536	695
060538899422	692
071785410521	692
003760022318	691
007874235255	691
007874206784	690
001590000043	690
066529000118	687
007874237187	687
002820000384	686
003010010057	685
068113147314	685
007874211915	685
005200010407	684
004300095547	681
004300095567	681
003800084500	681
001070080727	681
001480064608	680
002840043393	679
068113132946	678
003760013872	677
007874201185	676
007874205854	676
007874235325	675
002200000666	674
007874214790	674
004450033905	673
068113142345	673
003760068072	671
003040077387	670
004800121348	667
004142074889	663
004470007092	663
002800000788	661
002600000522	659
007874235318	659
007465379187	658
002500001970	657
000000004038	657
007874202501	657
060538818715	657
068113178251	657
007874207404	656
001404532423	654
002840042173	653
